t_ms,frames,rms_in,gain
4873.231,512,0.000037,0.2000
4883.901,512,0.000052,0.2000
4894.560,512,0.000041,0.2000
4905.223,512,0.000037,0.2000
4915.912,512,0.000048,0.2000
4926.558,512,0.000043,0.2000
4937.199,512,0.000042,0.2000
4947.878,512,0.000041,0.2000
4958.552,512,0.000042,0.2000
4969.193,512,0.000043,0.2000
4979.892,512,0.000039,0.2000
4990.546,512,0.000038,0.2000
5001.238,512,0.000040,0.2000
5011.876,512,0.000040,0.2000
5022.591,512,0.000043,0.2000
5033.224,512,0.000037,0.2000
5043.907,512,0.000039,0.2000
5054.547,512,0.000041,0.2000
5065.217,512,0.000040,0.2000
5075.863,512,0.000042,0.2000
5086.532,512,0.000039,0.2000
5097.223,512,0.000038,0.2000
5107.868,512,0.000039,0.2000
5118.571,512,0.000039,0.2000
5129.288,512,0.000041,0.2000
5139.878,512,0.000039,0.2000
5150.552,512,0.000037,0.2000
5161.216,512,0.000035,0.2000
5171.898,512,0.000035,0.2000
5182.558,512,0.000035,0.2000
5193.264,512,0.000035,0.2000
5203.871,512,0.000035,0.2000
5214.539,512,0.000036,0.2000
5225.201,512,0.000035,0.2000
5235.883,512,0.000038,0.2000
5246.577,512,0.000033,0.2000
5257.224,512,0.000038,0.2000
5267.925,512,0.000032,0.2000
5278.568,512,0.000037,0.2000
5289.212,512,0.000034,0.2000
5299.893,512,0.000036,0.2000
5310.545,512,0.000031,0.2000
5321.217,512,0.000037,0.2000
5331.886,512,0.000041,0.2000
5342.534,512,0.000045,0.2000
5353.213,512,0.000049,0.2000
5363.881,512,0.000041,0.2000
5374.561,512,0.000027,0.2000
5385.212,512,0.000027,0.2000
5395.879,512,0.000033,0.2000
5406.581,512,0.000031,0.2000
5417.294,512,0.000035,0.2000
5427.867,512,0.000028,0.2000
5438.528,512,0.000031,0.2000
5449.225,512,0.000031,0.2000
5459.879,512,0.000030,0.2000
5470.525,512,0.000030,0.2000
5481.212,512,0.000032,0.2000
5491.884,512,0.000030,0.2000
5502.538,512,0.000032,0.2000
5513.236,512,0.000030,0.2000
5523.851,512,0.000034,0.2000
5534.574,512,0.000043,0.2000
5545.285,512,0.000036,0.2000
5555.863,512,0.000036,0.2000
5566.561,512,0.000029,0.2000
5577.205,512,0.000044,0.2000
5587.867,512,0.000029,0.2000
5598.540,512,0.000022,0.2000
5609.190,512,0.000030,0.2000
5619.867,512,0.000027,0.2000
5630.548,512,0.000033,0.2000
5641.216,512,0.000030,0.2000
5651.874,512,0.000030,0.2000
5662.526,512,0.000025,0.2000
5673.267,512,0.000025,0.2000
5683.878,512,0.000022,0.2000
5694.581,512,0.000021,0.2000
5705.211,512,0.000024,0.2000
5715.878,512,0.000027,0.2000
5726.546,512,0.000026,0.2000
5737.201,512,0.000023,0.2000
5747.888,512,0.000021,0.2000
5758.590,512,0.000018,0.2000
5769.217,512,0.000018,0.2000
5779.896,512,0.000019,0.2000
5790.538,512,0.000017,0.2000
5801.203,512,0.000016,0.2000
5811.871,512,0.000015,0.2000
5822.535,512,0.000014,0.2000
5833.216,512,0.000016,0.2000
5843.910,512,0.000012,0.2000
5854.537,512,0.000012,0.2000
5865.212,512,0.000012,0.2000
5875.872,512,0.000012,0.2000
5886.563,512,0.000013,0.2000
5897.229,512,0.000015,0.2000
5907.900,512,0.000013,0.2000
5918.549,512,0.000029,0.2000
5929.220,512,0.000028,0.2000
5939.870,512,0.000025,0.2000
5950.559,512,0.000022,0.2000
5961.225,512,0.000022,0.2000
5971.871,512,0.000019,0.2000
5982.556,512,0.000020,0.2000
5993.195,512,0.000018,0.2000
6003.843,512,0.000015,0.2000
6014.539,512,0.000015,0.2000
6025.227,512,0.000015,0.2000
6035.889,512,0.000015,0.2000
6046.579,512,0.000013,0.2000
6057.221,512,0.000014,0.2000
6067.878,512,0.000013,0.2000
6078.532,512,0.000013,0.2000
6089.195,512,0.000011,0.2000
6099.938,512,0.000013,0.2000
6110.545,512,0.000014,0.2000
6121.204,512,0.000013,0.2000
6131.874,512,0.000013,0.2000
6142.533,512,0.000009,0.2000
6153.210,512,0.000011,0.2000
6163.886,512,0.000009,0.2000
6174.572,512,0.000010,0.2000
6185.266,512,0.000010,0.2000
6195.877,512,0.000010,0.2000
6206.651,512,0.000010,0.2000
6217.279,512,0.000011,0.2000
6227.878,512,0.000010,0.2000
6238.546,512,0.000009,0.2000
6249.195,512,0.000009,0.2000
6259.870,512,0.000011,0.2000
6270.529,512,0.000009,0.2000
6281.208,512,0.000009,0.2000
6291.895,512,0.000009,0.2000
6302.557,512,0.000010,0.2000
6313.211,512,0.000010,0.2000
6323.859,512,0.000011,0.2000
6334.527,512,0.000011,0.2000
6345.198,512,0.000013,0.2000
6355.885,512,0.000012,0.2000
6366.544,512,0.000009,0.2000
6377.184,512,0.000009,0.2000
6387.853,512,0.000008,0.2000
6398.518,512,0.000009,0.2000
6409.186,512,0.000009,0.2000
6419.852,512,0.000009,0.2000
6430.514,512,0.000007,0.2000
6441.180,512,0.000007,0.2000
6451.842,512,0.000008,0.2000
6462.557,512,0.000008,0.2000
6473.180,512,0.000007,0.2000
6483.851,512,0.000007,0.2000
6494.552,512,0.000006,0.2000
6505.197,512,0.000007,0.2000
6515.859,512,0.000009,0.2000
6526.536,512,0.000011,0.2000
6537.193,512,0.000010,0.2000
6547.858,512,0.000009,0.2000
6558.541,512,0.000003,0.2000
6569.249,512,0.000003,0.2000
6579.868,512,0.000004,0.2000
6590.574,512,0.000003,0.2000
6601.206,512,0.000004,0.2000
6611.871,512,0.000003,0.2000
6622.533,512,0.000003,0.2000
6633.210,512,0.000003,0.2000
6643.891,512,0.000004,0.2000
6654.546,512,0.000003,0.2000
6665.191,512,0.000003,0.2000
6675.850,512,0.000003,0.2000
6686.571,512,0.000003,0.2000
6697.209,512,0.000003,0.2000
6707.877,512,0.000002,0.2000
6718.557,512,0.000005,0.2000
6729.197,512,0.000004,0.2000
6739.874,512,0.000005,0.2000
6750.557,512,0.000004,0.2000
6761.247,512,0.000002,0.2000
6771.843,512,0.000004,0.2000
6782.539,512,0.000003,0.2000
6793.203,512,0.000002,0.2000
6803.899,512,0.000002,0.2000
6814.610,512,0.000002,0.2000
6825.208,512,0.000002,0.2000
6836.010,512,0.000001,0.2000
6846.615,512,0.000001,0.2000
6857.289,512,0.000001,0.2000
6867.959,512,0.000001,0.2000
6878.593,512,0.000000,0.2000
6889.218,512,0.000000,0.2000
6899.916,512,0.000000,0.2000
6910.523,512,0.000000,0.2000
6921.230,512,0.000000,0.2000
6931.963,512,0.000000,0.2000
6942.567,512,0.000000,0.2000
6953.187,512,0.000000,0.2000
6963.945,512,0.000000,0.2000
6974.566,512,0.000000,0.2000
6985.230,512,0.000000,0.2000
6995.888,512,0.000000,0.2000
7006.546,512,0.000000,0.2000
7017.190,512,0.000000,0.2000
7027.855,512,0.000000,0.2000
7038.517,512,0.000000,0.2000
7049.199,512,0.000000,0.2000
7059.851,512,0.000000,0.2000
7070.494,512,0.000000,0.2000
7081.153,512,0.000000,0.2000
7091.827,512,0.000000,0.2000
7102.491,512,0.000000,0.2000
7113.171,512,0.000000,0.2000
7123.836,512,0.000000,0.2000
7134.495,512,0.000000,0.2000
7145.171,512,0.000000,0.2000
7155.874,512,0.000000,0.2000
7166.522,512,0.000000,0.2000
7177.180,512,0.000000,0.2000
7187.891,512,0.000000,0.2000
7198.569,512,0.000000,0.2000
7209.175,512,0.000000,0.2000
7219.859,512,0.000000,0.2000
7230.518,512,0.000000,0.2000
7241.171,512,0.000000,0.2000
7251.844,512,0.000000,0.2000
7262.522,512,0.000000,0.2000
7273.186,512,0.000000,0.2000
7283.870,512,0.000000,0.2000
7294.519,512,0.000000,0.2000
7305.191,512,0.000000,0.2000
7315.859,512,0.000000,0.2000
7326.509,512,0.000000,0.2000
7337.220,512,0.000000,0.2000
7347.897,512,0.000000,0.2000
7358.510,512,0.000000,0.2000
7369.176,512,0.000000,0.2000
7379.851,512,0.000000,0.2000
7390.529,512,0.000000,0.2000
7401.219,512,0.000000,0.2000
7411.899,512,0.000000,0.2000
7422.503,512,0.000000,0.2000
7433.185,512,0.000000,0.2000
7443.874,512,0.000000,0.2000
7454.516,512,0.000000,0.2000
7465.191,512,0.000000,0.2000
7475.867,512,0.000000,0.2000
7486.526,512,0.000000,0.2000
7497.191,512,0.000000,0.2000
7507.867,512,0.000000,0.2000
7518.518,512,0.000000,0.2000
7529.200,512,0.000000,0.2000
7539.844,512,0.000000,0.2000
7550.521,512,0.000000,0.3422
7561.184,512,0.000000,0.4845
7571.842,512,0.000000,0.6267
7582.526,512,0.000000,0.7689
7593.191,512,0.000000,0.9111
7603.838,512,0.000000,1.0000
7614.529,512,0.000000,1.0000
7625.240,512,0.000000,1.0000
7635.842,512,0.000000,1.0000
7646.512,512,0.000000,1.0000
7657.202,512,0.000000,1.0000
7667.906,512,0.000000,1.0000
7678.528,512,0.000000,1.0000
7689.188,512,0.000000,1.0000
7699.841,512,0.000000,1.0000
