t_ms,frames,rms_in,gain
6675.974,512,0.013178,1.0000
6686.652,512,0.012834,1.0000
6697.323,512,0.013011,1.0000
6707.974,512,0.010619,1.0000
6718.631,512,0.011389,1.0000
6729.315,512,0.009849,1.0000
6739.957,512,0.007300,1.0000
6750.632,512,0.012545,1.0000
6761.316,512,0.019441,1.0000
6771.963,512,0.025714,1.0000
6782.690,512,0.016573,1.0000
6793.423,512,0.019052,1.0000
6804.058,512,0.021734,1.0000
6814.632,512,0.026755,1.0000
6825.328,512,0.028287,1.0000
6835.958,512,0.027174,1.0000
6846.727,512,0.025216,1.0000
6857.325,512,0.021440,1.0000
6867.973,512,0.019623,1.0000
6878.655,512,0.023780,1.0000
6889.308,512,0.027474,1.0000
6900.049,512,0.029306,1.0000
6910.660,512,0.029253,1.0000
6921.362,512,0.026733,1.0000
6931.965,512,0.019203,1.0000
6942.641,512,0.016342,1.0000
6953.351,512,0.013034,1.0000
6963.985,512,0.014144,1.0000
6974.631,512,0.019291,1.0000
6985.394,512,0.019198,1.0000
6996.032,512,0.023019,1.0000
7006.641,512,0.021083,1.0000
7017.400,512,0.017555,1.0000
7027.982,512,0.014765,1.0000
7038.637,512,0.012423,1.0000
7049.312,512,0.011051,1.0000
7059.967,512,0.016135,1.0000
7070.629,512,0.014206,1.0000
7081.375,512,0.013759,1.0000
7091.967,512,0.015061,1.0000
7102.623,512,0.014210,1.0000
7113.289,512,0.013362,1.0000
7123.995,512,0.012841,1.0000
7134.624,512,0.008854,1.0000
7145.322,512,0.011382,1.0000
7155.964,512,0.009944,1.0000
7166.666,512,0.011179,1.0000
7177.306,512,0.011075,1.0000
7187.970,512,0.011886,1.0000
7198.712,512,0.015957,1.0000
7209.304,512,0.016688,1.0000
7219.988,512,0.015961,1.0000
7230.634,512,0.014988,1.0000
7241.288,512,0.013236,1.0000
7251.951,512,0.011178,1.0000
7262.622,512,0.011673,1.0000
7273.366,512,0.009535,1.0000
7283.955,512,0.011700,1.0000
7294.633,512,0.011247,1.0000
7305.296,512,0.009830,1.0000
7315.956,512,0.010496,1.0000
7326.616,512,0.010137,1.0000
7337.451,512,0.009002,1.0000
7348.075,512,0.009871,1.0000
7358.613,512,0.008502,1.0000
7369.288,512,0.009799,1.0000
7379.954,512,0.009329,1.0000
7390.645,512,0.007565,1.0000
7401.284,512,0.006707,1.0000
7412.024,512,0.030768,1.0000
7422.634,512,0.014467,1.0000
7433.287,512,0.017479,1.0000
7443.972,512,0.017647,1.0000
7454.617,512,0.026930,1.0000
7465.286,512,0.030322,1.0000
7475.972,512,0.031505,1.0000
7486.626,512,0.029371,1.0000
7497.306,512,0.024631,1.0000
7507.944,512,0.020681,1.0000
7518.622,512,0.020320,1.0000
7529.279,512,0.020611,1.0000
7539.954,512,0.028935,1.0000
7550.640,512,0.027165,1.0000
7561.275,512,0.029442,1.0000
7571.959,512,0.020447,1.0000
7582.614,512,0.015221,1.0000
7593.363,512,0.010827,1.0000
7604.028,512,0.008435,1.0000
7614.637,512,0.010766,1.0000
7625.274,512,0.017884,1.0000
7635.942,512,0.020009,1.0000
7646.617,512,0.021085,1.0000
7657.295,512,0.016694,1.0000
7667.941,512,0.015285,1.0000
7678.647,512,0.012483,1.0000
7689.284,512,0.012328,1.0000
7699.996,512,0.012326,1.0000
7710.646,512,0.013460,1.0000
7721.293,512,0.016031,1.0000
7731.950,512,0.016898,1.0000
7742.634,512,0.013355,1.0000
7753.278,512,0.014647,1.0000
7763.973,512,0.012746,1.0000
7774.618,512,0.010719,1.0000
7785.271,512,0.012447,1.0000
7795.959,512,0.010876,1.0000
7806.607,512,0.011819,1.0000
7817.266,512,0.011658,1.0000
7827.957,512,0.010790,1.0000
7838.612,512,0.014318,1.0000
7849.300,512,0.013751,1.0000
7859.979,512,0.015063,1.0000
7870.629,512,0.012570,1.0000
7881.282,512,0.012479,1.0000
7891.940,512,0.013420,1.0000
7902.604,512,0.012827,1.0000
7913.270,512,0.009862,1.0000
7923.972,512,0.013692,1.0000
7934.603,512,0.010050,1.0000
7945.267,512,0.009431,1.0000
7955.952,512,0.010406,1.0000
7966.614,512,0.008413,1.0000
7977.302,512,0.010600,1.0000
7987.955,512,0.009175,1.0000
7998.563,512,0.008453,1.0000
8009.277,512,0.010042,1.0000
8020.023,512,0.009739,1.0000
8030.598,512,0.009597,1.0000
8041.265,512,0.011414,1.0000
8051.951,512,0.015464,1.0000
8062.607,512,0.015932,1.0000
8073.292,512,0.016811,1.0000
8083.936,512,0.014724,1.0000
8094.630,512,0.040768,1.0000
8105.295,512,0.092011,1.0000
8115.941,512,0.076511,1.0000
8126.595,512,0.097027,1.0000
8137.322,512,0.113557,1.0000
8147.967,512,0.121446,1.0000
8158.634,512,0.132442,1.0000
8169.287,512,0.135753,1.0000
8179.976,512,0.127081,1.0000
8190.624,512,0.127686,1.0000
8201.295,512,0.104650,1.0000
8211.975,512,0.072822,1.0000
8222.631,512,0.052021,1.0000
8233.267,512,0.038375,1.0000
8243.936,512,0.044155,1.0000
8254.603,512,0.046645,1.0000
8265.264,512,0.073164,1.0000
8275.954,512,0.100264,1.0000
8286.592,512,0.117724,1.0000
8297.258,512,0.132233,1.0000
8307.933,512,0.122409,1.0000
8318.606,512,0.108688,1.0000
8329.283,512,0.117627,1.0000
8339.966,512,0.115796,1.0000
8350.607,512,0.125710,1.0000
8361.257,512,0.147674,1.0000
8371.954,512,0.144084,1.0000
8382.606,512,0.075160,1.0000
8393.295,512,0.064418,1.0000
8403.955,512,0.023235,1.0000
8414.604,512,0.016344,1.0000
8425.258,512,0.033595,1.0000
8435.934,512,0.057339,1.0000
8446.600,512,0.051838,1.0000
8457.259,512,0.070568,1.0000
8467.928,512,0.088245,1.0000
8478.624,512,0.097169,1.0000
8489.267,512,0.113238,1.0000
8499.920,512,0.108977,1.0000
8510.590,512,0.085384,1.0000
