t_ms,frames,rms_in,gain
4171.536,512,0.082820,1.0000
4182.313,512,0.095465,1.0000
4192.927,512,0.069862,1.0000
4203.609,512,0.105582,1.0000
4214.263,512,0.066148,1.0000
4224.910,512,0.100432,1.0000
4235.585,512,0.069206,1.0000
4246.220,512,0.094701,1.0000
4256.973,512,0.075714,1.0000
4267.550,512,0.088990,1.0000
4278.234,512,0.064673,1.0000
4288.912,512,0.090109,1.0000
4299.577,512,0.068319,1.0000
4310.228,512,0.090261,1.0000
4320.880,512,0.071797,1.0000
4331.550,512,0.092644,1.0000
4342.248,512,0.075645,1.0000
4352.919,512,0.081959,1.0000
4363.560,512,0.074554,1.0000
4374.235,512,0.078618,1.0000
4384.891,512,0.072317,1.0000
4395.569,512,0.087484,1.0000
4406.267,512,0.060023,1.0000
4416.898,512,0.083327,1.0000
4427.575,512,0.057880,1.0000
4438.217,512,0.074705,1.0000
4448.866,512,0.057345,1.0000
4459.526,512,0.072552,1.0000
4470.235,512,0.068210,1.0000
4480.894,512,0.074303,1.0000
4491.625,512,0.069513,1.0000
4502.243,512,0.072885,1.0000
4512.886,512,0.071237,1.0000
4523.526,512,0.068550,1.0000
4534.238,512,0.068717,1.0000
4544.940,512,0.072208,1.0000
4555.551,512,0.067971,1.0000
4566.253,512,0.060997,1.0000
4576.925,512,0.071926,1.0000
4587.559,512,0.065120,1.0000
4598.241,512,0.076185,1.0000
4608.881,512,0.067919,1.0000
4619.573,512,0.064367,1.0000
4630.233,512,0.063179,1.0000
4640.892,512,0.072699,1.0000
4651.596,512,0.056463,1.0000
4662.284,512,0.067373,1.0000
4672.966,512,0.054348,1.0000
4683.514,512,0.068461,1.0000
4694.213,512,0.054993,1.0000
4704.945,512,0.059971,1.0000
4715.605,512,0.054536,1.0000
4726.218,512,0.066494,1.0000
4736.922,512,0.055394,1.0000
4747.529,512,0.066720,1.0000
4758.237,512,0.056212,1.0000
4768.856,512,0.064824,1.0000
4779.608,512,0.052674,1.0000
4790.296,512,0.060162,1.0000
4800.916,512,0.051559,1.0000
4811.571,512,0.063695,1.0000
4822.242,512,0.054862,1.0000
4832.881,512,0.059079,1.0000
4843.501,512,0.045154,1.0000
4854.211,512,0.063145,1.0000
4864.888,512,0.056608,1.0000
4875.572,512,0.054632,1.0000
4886.229,512,0.055702,1.0000
4896.885,512,0.046807,1.0000
4907.575,512,0.056789,1.0000
4918.233,512,0.049049,1.0000
4928.850,512,0.057605,1.0000
4939.557,512,0.050723,1.0000
4950.177,512,0.055009,1.0000
4960.888,512,0.053084,1.0000
4971.601,512,0.051164,1.0000
4982.213,512,0.051130,1.0000
4992.917,512,0.060002,1.0000
5003.533,512,0.050191,1.0000
5014.228,512,0.049781,1.0000
5024.882,512,0.045982,1.0000
5035.542,512,0.051751,1.0000
5046.250,512,0.048159,1.0000
5056.888,512,0.049695,1.0000
5067.538,512,0.048052,1.0000
5078.282,512,0.051108,1.0000
5088.913,512,0.047422,1.0000
5099.541,512,0.048660,1.0000
